messages,labels
"NeonPhoenix: Random trivia night?, QuizKing: When?, NeonPhoenix: Friday 8pm, TeamGenius: Link?, NeonPhoenix: Discord channel",1
"SilkRoad: Gift exchange for friend group, GiftGuru: How we doing this?, SilkRoad: Video call to discuss details?, GiftGuru: Sure, when?",0
"CrimsonWave: Art exhibition planning, CanvasCrafter: Time and place?, CrimsonWave: Next month, 7pm at downtown gallery, Muse: I'm helping set up",1
"ArcticFox: Strange noise in my bike, GearGuru: Describe it?, ArcticFox: Want to do a quick video check?",0
"DreamWeaver: Annual roleplay convention, CostumeKing: Details?, DreamWeaver: Weekend of 15th, 10am-6pm, MaskMaster: Location?, DreamWeaver: Convention center, Discord group chat soon",1
"NightOwl: Struggling with this puzzle, BrainStorm: Which one?, NightOwl: Want to collaborate?",0
"SilverStream: Community garden planning, EarthWhisperer: When meet?, SilverStream: Sunday 2pm, green space behind community center, SeedSage: I'll bring tools",1
"WanderLust: My plants are acting weird, GreenThumb: Photos?, WanderLust: Video call to show?",0
"ThunderBolt: Monthly book recommendation swap, PageTurner: Time?, ThunderBolt: Next Thursday 8pm, LiterarySoul: Discord or Zoom?, ThunderBolt: Google Meet",1
"RainbowPrism: Weird electrical issue, WireWizard: Symptoms?",0
"CometTail: Neighborhood watch meeting, UrbanGuardian: When?, CometTail: First Friday, 7pm, virtual meet, SafetyNet: Zoom link?",1
"StarryEyes: Help with makeup technique, GlamourGuru: Screenshare?",0
"MoonChild: Meditation group formation, ZenMaster: Details?, MoonChild: Every Sunday 9am, SoulSurfer: Online or in-person?, MoonChild: Virtual meetup",1
"DreamCatcher: Random paint technique question, ColorWheel: Complex?",0
"StormChaser: Charity fundraiser planning, HeartBeat: When?, StormChaser: Next Saturday 6pm, HopeWave: Platform?, StormChaser: Discord group call",1
"d4rkSh4d0w: Anyone up for D&D this weekend?, MountainGoat42: I'm free Saturday evening, CriticalHit: What time works?, d4rkSh4d0w: How about 7pm?, MountainGoat42: Perfect, I'll bring snacks, CriticalHit: I'll host at my place",1
"SleepyPanda77: My bike needs repair, WrenchWizard: What's wrong?, SleepyPanda77: Weird clicking noise, WrenchWizard: Want me to take a look?, SleepyPanda77: Could we meet at the bike shop?",0
"NeonNinja: Thinking about a beach trip, SurfSage: When are you planning?, NeonNinja: Next month maybe, SurfSage: I'm free second weekend, NeonNinja: Let's nail down the dates, SurfSage: Saturday the 15th work?",1
"QuantumCat: Server acting weird, ElectricDream: Logs look fine, QuantumCat: But performance is trash, ElectricDream: Wanna screenshare?",0
"StardustWhisper: Book club meetup?, LiteraryLynx: Sure!, StardustWhisper: Next Thursday 8pm?, LiteraryLynx: Perfect, WhisperingWillow: I'm in too, StardustWhisper: Zoom or Discord?",1
"RocketPenguin: Guitar lessons anyone?, StringTheory: Interested!, RocketPenguin: Saturday mornings?, StringTheory: Timing?",0
"BlazingPhoenix: Halloween party planning, CandyCorn: When?, BlazingPhoenix: October 29th, 9pm, GhostWhisperer: Location?, BlazingPhoenix: My place, zombie_killer: I'll bring drinks",1
"SilentEcho: New RPG campaign?, DragonSlayer99: Tell me more, SilentEcho: Thinking next Sunday, DragonSlayer99: Time?",0
"MoonlightSonata: Art workshop signup, BrushStroke: Details?, MoonlightSonata: Next Saturday 2-4pm, PaletteKing: Online or in-person?, MoonlightSonata: Zoom workshop, PixelPainter: Count me in",1
"CyberNinja23: Router config help, NetworkGuru: What's up?, CyberNinja23: DHCP issues, NetworkGuru: Screen share?",0
"WhisperingWaves: Annual family reunion, FamilyTreeHugger: When?, WhisperingWaves: August 12th, weekend?, SunnySmiles: Location?, WhisperingWaves: Grandma's lake house, MountainEcho: Count me in",1
"ShadowRealm: Coding challenge, CodeWarrior: Interested?, ShadowRealm: Details later",0
"CoffeeAlchemist: Board game night, DiceRoller: When?, CoffeeAlchemist: Friday 8pm, CardMaster: My place or yours?, DiceRoller: Your place works, MeepleKing: I'll bring snacks",1
"StarGazer: Telescope shopping advice, CosmicBrain: Recommendations?, StarGazer: Which model?",0
"RainbowUnicorn: Pride party planning, GlitterBomb: Details?, RainbowUnicorn: June 25th 7pm, GlitterBomb: Location?, PrideWarrior: Rooftop party, GlitterBomb: I'm in!",1
"CyberPunk2077: New game strategy, LevelUpLegend: Tips?, CyberPunk2077: Boss fight help?",0
"WanderLust: Group travel planning, PassportStamp: Destination?, WanderLust: Bali in December, SunChaser: Dates?, WanderLust: 15th to 22nd, TravelTitan: Sounds amazing",1
"SilentStorm: Debugging nightmare, CodeNinja: Need help?, SilentStorm: Weird compiler error",0
"MusicMaven: Band rehearsal, RhythmRider: When?, MusicMaven: Sunday 3pm, SoundWave: Location?, MusicMaven: Garage studio, DrummerBoy: I'll bring extra cables",1
"PixelPirate: Game dev question, CodeAlchemist: Shoot, PixelPirate: Unity rendering issue",0
"CosmicCactus: Pottery workshop, ClayWhisperer: Details?, CosmicCactus: Saturday 11am, ArtistAlley: Online or studio?, CosmicCactus: Community art center, SculptorSoul: I'll be there",1
"NightOwl: Performance tuning help, SpeedDemon: What's slow?, NightOwl: Database queries",0
"ThunderBolt: Marathon training group, RunningRebel: Interested?, ThunderBolt: Every Saturday 6am, MarathonMan: Location?, ThunderBolt: City park trail, EnduranceQueen: I'm in",1
"SilkRoad: Trading card discussion, CardShark: New set?, SilkRoad: Rare finds?",0
"SunnyStorm: Cooking class signup, ChefMaster: When?, SunnyStorm: Next Wednesday 7pm, KitchenNinja: Online or in-person?, SunnyStorm: Zoom cooking lesson, SpiceTrader: Sounds fun",1
"DreamWeaver: Network security tips, FirewallFox: Advice?, DreamWeaver: Zero-day exploit?",0
"MoonChild: Meditation retreat, ZenMaster: Details?, MoonChild: Weekend of 20th, SoulSurfer: Location?, MoonChild: Mountain retreat center, ChakraKeeper: Count me in",1
"QuantumLeap: Algorithm challenge, CodeWizard: Interesting challenge?, QuantumLeap: Tricky recursion",0
"CoffeeNinja: Film festival planning, MovieMaven: When?, CoffeeNinja: July 15-17, ScreenDreamer: Location?, CoffeeNinja: Downtown indie theater, CinemaScribe: Tickets?",1
"EchoRealm: Git merge conflict, CodeSurgeon: Help?, EchoRealm: Complicated branch",0
"SeasonalSpirit: Holiday gift exchange, GiftGuru: Rules?, SeasonalSpirit: December 10th, SecretSanta: Time?, SeasonalSpirit: 7pm virtual meetup, JingleBells: Sounds fun",1
"NeonNebula: Cryptography puzzle, CipherMaster: Interesting challenge?, NeonNebula: Encryption method?",0
"WildHeart: Hiking expedition, TrailBlazer: Location?, WildHeart: Rocky Mountains, WeekendWarrior: Dates?, WildHeart: September long weekend, NatureCaller: I'm in",1
"ShadowScript: Regex challenge, PatternMage: Tricky problem?, ShadowScript: Complex matching",0
"OceanBreeze: Wine tasting event, VineyardVibes: When?, OceanBreeze: August 20th, WineSage: Time?, OceanBreeze: 6pm at Sunset Winery, GrapeExpectations: I'll be there",1
"StarryNight: Functional programming, CodePoet: Paradigm discussion?, StarryNight: Haskell insights?",0
"MidnightSun: Photography workshop, LensMaster: Details?, MidnightSun: Saturday 10am, FrameBuilder: Online or studio?, MidnightSun: Local art gallery, ShutterSpeed: Sounds perfect",1
"CoffeeNinja42: Anyone up for a book club meetup?, LiteraryShadow: Sure! When were you thinking?, CoffeeNinja42: How about next Thursday at 7pm?, LiteraryShadow: Sounds great! Online or in-person?, CoffeeNinja42: Zoom works best, I'll send the link",1
"SilentWaves: Thinking of organizing a beach cleanup, OceanGuardian: Count me in!, SilentWaves: Want to coordinate the details?, OceanGuardian: When are you free to discuss?, SilentWaves: Saturday 2pm work for you?, OceanGuardian: Perfect, I'll bring the planning docs",1
"DragonWhisper: My cat keeps knocking over plants, WhiskerWizard: Have you tried sticky tape?, DragonWhisper: Nope, any other suggestions?, WhiskerWizard: Want to video call and brainstorm?",0
"StarryEyes: Organizing a charity fundraiser, MoonChaser: Need volunteers?, StarryEyes: Absolutely! Meeting this Sunday at 11am?, MoonChaser: I'm in, where?, StarryEyes: Community center, I'll email the details",1
"RocketPants: Who wants to do a game night?, CodeMonkey: When?, RocketPants: This Friday, 8pm EST, PixelNinja: Which games?, RocketPants: Among Us and Jackbox, CodeMonkey: I'm down!",1
"ShadowBlade: My sourdough starter died, BreadMaster: F, ShadowBlade: Any revival tips?, BreadMaster: Want a quick Skype call to troubleshoot?",0
"NeonTiger: Planning a surprise party, GlitterBomb: For who?, NeonTiger: My sister, want to help?, GlitterBomb: Sure! When do we meet to plan?, NeonTiger: Discord tomorrow at 6pm?",1
"QuantumLeap: Anyone solve this crossword clue?, WordNinja: Which one?, QuantumLeap: 7 down, WordNinja: Give me a sec, QuantumLeap: Want to screenshare?",0
"MidnightRider: Community garden project needs help, SunflowerSoul: Details?, MidnightRider: Meeting next Wednesday 5pm, location TBD, SunflowerSoul: I can bring tools, RainbowWarrior: I'll be there",1
"PirateCodex: Weird sound from my laptop, TechNinja: Can you record it?, PirateCodex: Sure, Discord call?, TechNinja: Now?",0
"WanderingMoon: Annual family reunion planning, FamilyJester: When and where?, WanderingMoon: Thinking Labor Day weekend, cabin in mountains, FamilyJester: Time?, WanderingMoon: Saturday 11am, group video chat", 1
"StormChaser: Anyone know a good recipe for vegan lasagna?, KitchenWizard: Want to do a cooking livestream and try it out?",0
"PixelPirate: Volunteer tutoring program needs mentors, BookWorm: Tell me more, PixelPirate: Meeting this Thursday 7pm to discuss, interested?, BookWorm: Zoom link?, PixelPirate: I'll send it soon",1
"CrystalDragon: Neighborhood watch meeting needed, UrbanNinja: Why?, CrystalDragon: Recent break-ins, want to coordinate?, UrbanNinja: When?, CrystalDragon: Next Tuesday 8pm, community center",1
"MelodyStorm: New synthesizer arrived, SoundWave: Specs?, MelodyStorm: Want to geek out about it?, SoundWave: Screen share?",0
"CosmicRider: Annual friend group vacation, StarChild: Planning stages?, CosmicRider: Thinking Caribbean, week of Christmas, StarChild: Group call to decide?",1
"RainbowWarrior: Social media marketing workshop, DigiNomad: Details?, RainbowWarrior: Next month, online, specific date TBD, DigiNomad: Time frame?",0
"SilkRoad: Cultural exchange program kick-off, GlobalNomad: When?, SilkRoad: Next Friday 6pm UTC, everyone join on Zoom, GlobalNomad: Agenda?, SilkRoad: I'll share link and details soon",1
"ThunderBolt: Guitar string recommendations, MusicMage: Want to video chat about it?",0
"NightOwl: Community language exchange, WordSmith: Interested!, NightOwl: Weekly meetup starting next month, day and time to be confirmed, WordSmith: Platform?, NightOwl: Thinking Discord or Zoom",0
"ArcticFox: Board game design workshop, DiceKnight: Cool!, ArcticFox: Want to join? Meeting next Saturday 3pm, DiceKnight: Online or in-person?, ArcticFox: Google Meet, I'll send invite",1
"CactusWhisperer: Plant swap event planning, SunnyDaze: When?, CactusWhisperer: Next month, exact date TBD, want to coordinate?, SunnyDaze: Group call?",0
"MysticScribe: Writing workshop for beginners, InkWizard: Tell me more, MysticScribe: Monthly meetup, first one next Wednesday 7pm, InkWizard: Online?, MysticScribe: Zoom, I'll share link",1
"StarlightSerenade: Local music festival volunteering, MelodyMaker: Interested?, StarlightSerenade: Planning meeting this Sunday 2pm, MelodyMaker: Location?, StarlightSerenade: Community theater",1
"ZenGarden: Meditation group recruitment, MindfulWave: Details?, ZenGarden: Weekly sessions starting next month, day still flexible",0
"CoffeeAlchemy: Homebrew beer competition, HopMaster: When?, CoffeeAlchemy: First Saturday next month, 4pm, judging and tasting, HopMaster: Cool, I'll be there",1
"WindChaser: Urban sketching meetup, ArtNinja: Platform?, WindChaser: Next month, specific date and time to be decided, probably weekend afternoon",0
"SilverPhoenix: Cosplay group photoshoot, CostumeQueen: Details?, SilverPhoenix: Thinking next month, outdoor location, specific date TBD, CostumeQueen: Group planning call?",1
"MoonlightSonata: Local poetry slam, VerseVoyager: When?, MoonlightSonata: Next month, looking to set date, want to help organize?",0
"DreamWeaver: Charity fundraiser concert, MusicMaven: Date?, DreamWeaver: Next quarter, exact date being finalized, want to help plan?, MusicMaven: Group video call?",0
"StarGazer: Amateur astronomy club meeting, CosmicWanderer: When?, StarGazer: Next month, Saturday evening, exact time TBD, CosmicWanderer: Location?",0
"NeonNinja: Urban photography workshop, LensMaster: Interested?, NeonNinja: Next month, weekend workshop, specific date still open, want to discuss?",0
"WildHeart: Animal rescue volunteer orientation, PawPrince: Details?, WildHeart: Next month, looking to set date and time, interested in joining?, PawPrince: Group call to plan?",0
"SilkThread: Sustainable fashion design meetup, EcoStyle: Platform?, SilkThread: Monthly online workshop, date and time to be confirmed",0
